offender_id,user_id,date_of_birth,gender,nationality,county,risk_level,criminal_history,substance_abuse,mental_health_issues,anger_issues,family_support,peer_support,community_ties,employment_status,employment_duration,education_level,financial_stability,housing_stability,probation_start_date,probation_duration_months,probation_officer,program_participation,program_types,compliance_rate,violation_count,curfew_breaks,positive_behavior_points,last_violation_date,probation_end_date,probation_completed,recidivism_risk
OFF_000089,89,1987-11-24 03:04:34.958794,male,Kenyan,Meru,low,5,1,1,0,2,1,5,student,215,primary,4,5,2026-02-12 00:01:54.962187,60,Officer_13,0,"['Substance Abuse Treatment', 'Mental Health Support', 'Education Advancement']",0.9063020075334884,0,2,6,,2031-02-12 09:37:54.962187008,1,1
OFF_000090,90,2008-03-23 10:53:54.960352,male,Kenyan,Thika,low,4,0,0,0,1,1,4,employed,55,tertiary,2,1,2022-11-15 13:02:24.962187,24,Officer_3,0,['Education Advancement'],0.753940185185263,0,1,12,,2024-11-15 02:28:48.962187008,1,0
OFF_000091,91,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,low,5,0,0,1,5,4,5,employed,112,tertiary,2,2,2024-06-26 10:24:29.962187,36,Officer_11,2,"['Substance Abuse Treatment', 'Counseling']",0.8904128726315589,0,0,4,2025-07-29 10:53:54.976659,2027-06-27 06:34:05.962187008,1,0
OFF_000092,92,1992-11-28 06:18:15.958794,male,Kenyan,Kisii,medium,1,0,0,1,3,4,4,employed,12,primary,4,2,2025-06-04 10:19:55.962187,24,Officer_18,2,[],0.6730080582698246,1,1,3,,2027-06-04 23:46:19.962187008,1,0
OFF_000093,93,1987-05-15 20:16:57.958794,male,Kenyan,Kericho,low,0,0,0,0,3,3,1,self_employed,183,diploma,4,3,2024-08-14 03:10:32.962187,36,Officer_13,0,['Education Advancement'],0.9001424008924552,1,0,1,2025-12-28 10:53:54.976691,2027-08-14 23:20:08.962187008,0,0
OFF_000094,94,2007-09-15 23:51:23.958794,male,Kenyan,Machakos,medium,1,0,0,0,5,2,1,student,17,diploma,2,4,2023-04-18 11:41:49.962187,48,Officer_11,0,[],0.7346458304845461,2,3,6,,2027-04-18 14:34:37.962187008,1,0
OFF_000095,95,2002-01-26 20:53:17.958794,male,Kenyan,Kisumu,medium,2,1,0,0,1,4,5,employed,181,secondary,2,1,2022-06-22 22:36:54.962187,60,Officer_16,4,['Education Advancement'],0.9203592585719835,1,1,2,,2027-06-23 08:12:54.962187008,1,0
OFF_000096,96,1994-08-15 01:02:51.958794,male,Kenyan,Nairobi,medium,1,1,0,1,2,3,4,unemployed,204,degree,2,3,2021-04-07 16:20:58.962187,24,Officer_18,4,[],0.7524409317558975,1,0,4,,2023-04-08 05:47:22.962187008,1,1
OFF_000097,97,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,medium,5,1,1,1,3,3,4,employed,112,secondary,4,5,2022-02-15 14:37:23.962187,48,Officer_2,4,[],0.7386071381432301,1,1,4,,2026-02-15 17:30:11.962187008,1,1
OFF_000098,98,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,low,1,1,0,0,2,4,2,student,228,secondary,2,4,2024-11-01 08:05:47.962187,36,Officer_20,3,"['Mental Health Support', 'Family Counseling', 'Education Advancement']",0.8886314299334884,1,0,5,,2027-11-02 04:15:23.962187008,1,0
OFF_000099,99,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,low,1,0,1,1,4,1,3,employed,170,degree,1,3,2023-01-30 08:52:34.962187,24,Officer_3,3,[],0.5143566892216874,3,0,4,,2025-01-29 22:18:58.962187008,1,0
OFF_000100,100,1991-03-13 00:27:01.958794,male,Kenyan,Kisii,medium,0,0,0,1,1,2,5,student,38,primary,4,1,2022-09-18 21:57:34.962187,24,Officer_8,4,['Vocational Training'],0.8677699337489031,0,0,5,2025-10-28 10:53:54.976725,2024-09-18 11:23:58.962187008,1,0
OFF_000101,101,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,medium,1,0,1,0,4,2,3,employed,188,diploma,1,2,2025-08-16 16:37:39.962187,48,Officer_10,4,['Job Training'],0.8602360413657716,2,1,7,,2029-08-16 19:30:27.962187008,1,0
OFF_000102,102,1998-04-26 13:05:05.958794,male,Kenyan,Machakos,medium,0,1,0,0,4,1,3,unemployed,169,secondary,3,5,2025-03-03 18:14:55.962187,24,Officer_8,0,"['Family Counseling', 'Mental Health Support', 'Counseling']",0.7312156619865279,0,0,6,,2027-03-04 07:41:19.962187008,0,1
OFF_000103,103,1980-01-21 19:11:04.958794,male,Kenyan,Nairobi,medium,3,0,0,0,4,4,5,employed,208,degree,4,1,2021-08-24 11:27:08.962187,60,Officer_3,3,"['Mental Health Support', 'Community Service']",0.6347824195490647,2,0,4,2026-03-11 10:53:54.976755,2026-08-24 21:03:08.962187008,1,0
OFF_000104,104,1991-11-02 11:23:42.958794,female,Kenyan,Nakuru,low,2,0,0,1,1,2,4,unemployed,78,tertiary,3,4,2025-12-17 06:05:13.962187,60,Officer_14,4,[],0.8683879664334596,3,1,5,,2030-12-17 15:41:13.962187008,1,0
OFF_000105,105,1978-06-08 07:26:11.958794,male,Kenyan,Kisii,high,0,0,0,1,1,4,5,unemployed,145,secondary,2,4,2023-05-04 16:28:06.962187,48,Officer_4,1,[],0.8208464293572915,1,2,3,2025-11-23 10:53:54.976780,2027-05-04 19:20:54.962187008,1,0
OFF_000106,106,1997-09-19 01:58:24.958794,male,Kenyan,Eldoret,medium,5,0,0,1,5,4,3,employed,150,diploma,2,2,2022-04-02 12:03:05.962187,36,Officer_4,2,['Vocational Training'],0.6377640979023896,1,0,1,,2025-04-02 08:12:41.962187008,0,0
OFF_000107,107,2003-07-20 11:01:03.958794,male,Kenyan,Mombasa,medium,3,1,1,1,2,3,4,unemployed,181,primary,5,2,2025-02-06 15:09:33.962187,48,Officer_15,4,['Job Training'],0.5497773744782811,1,0,4,2025-12-29 10:53:54.976807,2029-02-06 18:02:21.962187008,1,0
OFF_000108,108,1994-06-21 04:33:21.958794,male,Kenyan,Thika,low,0,1,0,0,2,1,1,self_employed,29,secondary,2,5,2022-05-09 17:22:56.962187,60,Officer_6,3,['Vocational Training'],0.7148924294778424,1,1,5,,2027-05-10 02:58:56.962187008,1,0
OFF_000109,109,1980-10-02 13:56:18.958794,male,Kenyan,Eldoret,medium,0,0,0,1,5,4,5,employed,97,secondary,3,5,2025-03-04 01:12:33.962187,12,Officer_10,4,"['Family Counseling', 'Counseling', 'Mental Health Support']",0.8425463428560906,1,0,6,,2026-03-04 07:55:45.962187000,0,0
OFF_000110,110,1990-08-10 11:03:52.958794,male,Kenyan,Mombasa,medium,2,1,0,1,5,5,5,employed,57,degree,2,2,2025-09-26 14:57:42.962187,12,Officer_1,1,"['Vocational Training', 'Family Counseling']",0.9607803331285534,3,0,4,2025-06-20 10:53:54.976860,2026-09-26 21:40:54.962187000,1,0
OFF_000111,111,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,low,5,1,1,0,4,1,4,unemployed,195,tertiary,4,2,2025-12-21 23:23:19.962187,24,Officer_2,0,"['Counseling', 'Community Service']",0.9136054542183287,0,0,5,,2027-12-22 12:49:43.962187008,1,1
OFF_000112,112,2008-03-23 10:53:54.960352,female,Kenyan,Meru,high,4,0,0,0,5,2,1,unemployed,66,tertiary,2,4,2023-12-02 06:20:55.962187,24,Officer_11,3,"['Family Counseling', 'Mental Health Support']",0.861895916417752,4,0,7,2026-02-07 10:53:54.976912,2025-12-01 19:47:19.962187008,1,0
OFF_000113,113,1997-08-30 19:34:05.958794,male,Kenyan,Kericho,low,4,0,0,1,3,3,1,employed,70,primary,5,2,2024-12-25 11:33:53.962187,12,Officer_2,0,"['Community Service', 'Job Training', 'Substance Abuse Treatment']",0.7596624307294005,1,1,5,2025-11-29 10:53:54.976970,2025-12-25 18:17:05.962187000,1,0
OFF_000114,114,1990-09-20 07:34:17.958794,male,Kenyan,Kericho,high,0,0,0,0,2,2,4,self_employed,145,diploma,2,3,2025-07-06 17:53:10.962187,60,Officer_10,2,"['Substance Abuse Treatment', 'Counseling', 'Vocational Training']",0.7445355584002681,3,2,5,,2030-07-07 03:29:10.962187008,0,0
OFF_000115,115,2008-03-23 10:53:54.960352,female,Kenyan,Thika,medium,1,0,0,1,5,2,2,unemployed,105,primary,3,1,2024-11-06 06:59:43.962187,24,Officer_12,0,"['Community Service', 'Mental Health Support']",0.7611869604853871,1,0,9,,2026-11-06 20:26:07.962187008,1,0
OFF_000116,116,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,low,5,1,0,0,3,1,5,unemployed,6,secondary,3,2,2025-11-17 15:11:31.962187,48,Officer_12,4,"['Substance Abuse Treatment', 'Mental Health Support', 'Counseling']",0.9408033196612847,0,2,3,,2029-11-17 18:04:19.962187008,1,1
OFF_000117,117,2003-03-04 22:31:06.958794,male,Kenyan,Nakuru,medium,3,0,1,0,3,2,5,student,39,secondary,2,5,2025-01-04 20:37:36.962187,48,Officer_14,1,[],0.5157886997383858,2,1,5,2025-07-15 10:53:54.977028,2029-01-04 23:30:24.962187008,0,1
OFF_000118,118,2008-03-23 10:53:54.960352,female,Kenyan,Kisii,high,1,1,0,1,3,4,3,self_employed,69,tertiary,3,3,2022-07-28 22:34:18.962187,60,Officer_5,0,"['Substance Abuse Treatment', 'Family Counseling']",0.910674535897977,2,0,3,,2027-07-29 08:10:18.962187008,1,0
OFF_000119,119,2007-06-23 06:41:26.958794,male,Kenyan,Nakuru,medium,1,0,1,0,3,2,4,self_employed,213,diploma,3,5,2025-04-04 05:11:22.962187,24,Officer_8,1,['Community Service'],0.8400978620471707,2,1,5,2025-10-23 10:53:54.977094,2027-04-04 18:37:46.962187008,1,0
OFF_000120,120,1985-12-21 13:07:15.958794,male,Kenyan,Kisii,high,5,0,0,0,4,3,3,employed,192,degree,5,3,2025-01-17 18:31:55.962187,48,Officer_17,3,"['Job Training', 'Substance Abuse Treatment', 'Community Service']",0.9350506219512909,0,0,4,2026-01-29 10:53:54.977168,2029-01-17 21:24:43.962187008,1,0
OFF_000121,121,1994-04-11 02:04:33.958794,female,Kenyan,Meru,medium,0,0,0,0,3,3,3,self_employed,67,diploma,4,2,2023-06-04 17:37:15.962187,24,Officer_14,3,[],0.9110177073622073,0,0,3,,2025-06-04 07:03:39.962187008,1,0
OFF_000122,122,1985-10-01 23:37:52.958794,male,Kenyan,Kisumu,medium,0,0,1,1,4,5,1,employed,237,secondary,5,1,2023-04-28 14:25:45.962187,24,Officer_19,4,"['Counseling', 'Family Counseling', 'Job Training']",0.6880464384402208,0,0,7,,2025-04-28 03:52:09.962187008,1,0
OFF_000123,123,1993-01-12 09:56:14.958794,male,Kenyan,Kisumu,high,0,0,0,0,4,3,5,student,48,degree,1,5,2023-07-31 00:43:52.962187,48,Officer_6,4,"['Mental Health Support', 'Counseling', 'Vocational Training']",0.786242100532107,0,1,5,,2027-07-31 03:36:40.962187008,0,0
OFF_000124,124,2008-03-23 10:53:54.960352,male,Kenyan,Mombasa,low,0,1,1,1,3,2,3,self_employed,51,diploma,5,3,2025-08-27 01:49:47.962187,12,Officer_6,4,"['Job Training', 'Counseling']",0.9076358111114311,2,2,3,,2026-08-27 08:32:59.962187000,1,1
OFF_000125,125,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,medium,4,0,0,0,2,3,1,unemployed,113,diploma,2,4,2025-05-05 01:04:15.962187,48,Officer_6,1,"['Substance Abuse Treatment', 'Community Service', 'Job Training']",0.7012734931010366,1,0,3,2025-09-18 10:53:54.977230,2029-05-05 03:57:03.962187008,1,0
OFF_000126,126,1994-02-16 22:22:24.958794,male,Kenyan,Kisumu,low,0,0,0,1,3,1,4,student,106,degree,4,2,2023-04-03 18:21:47.962187,60,Officer_3,2,[],0.8873808503191593,2,0,6,,2028-04-03 03:57:47.962187008,1,1
OFF_000127,127,2008-03-23 10:53:54.960352,female,Kenyan,Kisumu,high,4,0,1,1,3,3,3,employed,28,secondary,2,1,2023-07-22 14:22:04.962187,36,Officer_20,2,"['Mental Health Support', 'Family Counseling']",0.9428225837898482,0,0,7,,2026-07-22 10:31:40.962187008,1,0
OFF_000128,128,2005-05-28 05:37:41.958794,male,Kenyan,Eldoret,high,4,0,0,0,3,4,5,student,148,diploma,1,2,2024-12-17 02:10:35.962187,48,Officer_13,2,['Vocational Training'],0.6514956476710452,1,0,7,2025-05-31 10:53:54.977282,2028-12-17 05:03:23.962187008,1,0
OFF_000129,129,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,low,0,0,0,0,2,1,3,employed,217,degree,4,4,2021-11-17 04:28:33.962187,24,Officer_20,3,[],0.8656142917156713,1,2,4,,2023-11-17 17:54:57.962187008,1,0
OFF_000130,130,2003-06-06 14:34:53.958794,male,Kenyan,Mombasa,medium,2,0,0,0,1,5,4,student,77,secondary,3,1,2023-08-26 04:20:01.962187,24,Officer_8,3,"['Substance Abuse Treatment', 'Counseling', 'Education Advancement']",0.8611231108580492,1,1,4,,2025-08-25 17:46:25.962187008,0,0
OFF_000131,131,2000-11-18 22:11:25.958794,male,Kenyan,Machakos,high,3,0,0,0,1,4,3,employed,8,degree,5,4,2023-03-20 00:00:25.962187,48,Officer_16,2,"['Counseling', 'Mental Health Support']",0.8869978336796449,1,1,1,,2027-03-20 02:53:13.962187008,1,0
OFF_000132,132,1991-03-05 16:49:34.958794,male,Kenyan,Thika,low,1,0,1,0,4,2,5,self_employed,174,degree,2,2,2023-07-13 15:26:43.962187,36,Officer_19,4,"['Mental Health Support', 'Substance Abuse Treatment']",0.9021676474467805,4,0,4,,2026-07-13 11:36:19.962187008,1,0
OFF_000133,133,1985-08-30 16:59:48.958794,male,Kenyan,Eldoret,medium,4,0,0,0,4,2,1,unemployed,75,diploma,1,3,2024-01-28 21:30:21.962187,48,Officer_5,0,['Education Advancement'],0.9663632691448447,2,0,3,2025-12-28 10:53:54.977342,2028-01-29 00:23:09.962187008,1,0
OFF_000134,134,2008-03-23 10:53:54.960352,female,Kenyan,Thika,high,5,0,0,0,2,2,5,employed,41,secondary,3,2,2023-12-09 18:10:16.962187,36,Officer_8,2,['Family Counseling'],0.8518729610904634,2,2,2,,2026-12-09 14:19:52.962187008,1,0
OFF_000135,135,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,low,5,0,0,0,5,4,1,student,178,diploma,5,2,2025-10-24 15:34:02.962187,36,Officer_15,0,['Family Counseling'],0.5742299559614127,0,2,6,,2028-10-24 11:43:38.962187008,1,0
OFF_000136,136,1982-06-09 00:28:30.958794,male,Kenyan,Eldoret,medium,3,0,0,0,1,4,2,employed,183,primary,3,2,2021-11-26 19:12:14.962187,60,Officer_9,2,"['Job Training', 'Mental Health Support']",0.8576145890382381,2,0,2,2025-06-10 10:53:54.977406,2026-11-27 04:48:14.962187008,1,0
OFF_000137,137,1979-06-16 12:54:36.958794,male,Kenyan,Meru,low,5,1,0,0,4,4,5,employed,178,primary,5,5,2022-05-25 08:48:58.962187,24,Officer_15,0,"['Education Advancement', 'Job Training', 'Counseling']",0.7501019179763085,1,0,6,,2024-05-24 22:15:22.962187008,1,0
OFF_000138,138,1983-09-17 19:09:16.958794,male,Kenyan,Machakos,high,2,1,0,1,1,1,5,employed,197,secondary,4,4,2022-07-03 01:38:51.962187,24,Officer_9,4,[],0.77597328035748,2,0,6,2026-01-28 10:53:54.977442,2024-07-02 15:05:15.962187008,0,0
OFF_000139,139,1986-08-26 08:17:53.958794,female,Kenyan,Mombasa,high,5,0,1,0,2,1,4,student,127,degree,3,4,2023-03-09 23:00:15.962187,36,Officer_1,3,"['Mental Health Support', 'Vocational Training', 'Substance Abuse Treatment']",0.8774215980655292,0,0,6,,2026-03-09 19:09:51.962187008,1,1
OFF_000140,140,2008-03-23 10:53:54.960352,female,Kenyan,Nairobi,high,1,0,0,0,2,2,3,unemployed,19,diploma,3,4,2024-06-23 12:04:47.962187,24,Officer_15,2,[],0.9210419160083592,0,1,6,,2026-06-24 01:31:11.962187008,1,0
OFF_000141,141,1987-02-19 19:52:34.958794,male,Kenyan,Machakos,medium,1,1,0,0,5,3,1,self_employed,215,diploma,3,5,2022-07-09 04:53:04.962187,12,Officer_10,2,[],0.715663015882329,1,0,6,2025-12-20 10:53:54.977467,2023-07-09 11:36:16.962187000,1,0
OFF_000142,142,2008-03-23 10:53:54.960352,male,Kenyan,Meru,high,4,1,0,1,5,2,1,unemployed,154,secondary,4,3,2023-01-15 04:22:52.962187,36,Officer_18,4,['Community Service'],0.9276130480404211,1,1,5,,2026-01-15 00:32:28.962187008,1,0
OFF_000143,143,2004-12-23 07:07:34.958794,male,Kenyan,Machakos,high,0,0,0,1,2,5,4,employed,165,secondary,1,2,2021-10-07 00:08:55.962187,24,Officer_6,1,['Mental Health Support'],0.6666739244234415,2,0,7,2025-12-14 10:53:54.977497,2023-10-07 13:35:19.962187008,1,0
OFF_000144,144,2008-03-23 10:53:54.960352,male,Kenyan,Meru,medium,2,1,0,1,4,1,4,student,71,primary,5,3,2024-09-30 09:41:27.962187,12,Officer_3,2,"['Counseling', 'Mental Health Support', 'Family Counseling']",0.8979852397365997,2,1,7,2026-03-20 10:53:54.977522,2025-09-30 16:24:39.962187000,1,0
OFF_000145,145,1980-07-28 10:39:06.958794,male,Kenyan,Meru,high,4,0,0,1,1,4,3,unemployed,64,tertiary,3,5,2024-09-07 19:42:37.962187,60,Officer_15,0,"['Counseling', 'Substance Abuse Treatment', 'Education Advancement']",0.8884186137157155,0,0,9,,2029-09-08 05:18:37.962187008,1,1
OFF_000146,146,2002-06-07 21:32:20.958794,male,Kenyan,Thika,low,2,0,0,0,3,1,3,employed,181,secondary,4,4,2024-01-13 11:12:10.962187,24,Officer_12,4,[],0.8496005712489335,1,0,5,2024-10-21 10:53:54.977559,2026-01-13 00:38:34.962187008,1,0
OFF_000147,147,2002-03-21 15:40:03.958794,male,Kenyan,Kisii,medium,0,0,0,1,5,4,5,self_employed,112,tertiary,1,2,2025-11-01 06:55:03.962187,12,Officer_19,1,"['Community Service', 'Substance Abuse Treatment', 'Education Advancement']",0.7981896948168482,0,1,4,,2026-11-01 13:38:15.962187000,1,0
OFF_000148,148,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,low,5,0,0,1,3,5,2,self_employed,23,secondary,5,1,2025-03-08 00:43:57.962187,48,Officer_10,2,"['Vocational Training', 'Substance Abuse Treatment', 'Education Advancement']",0.8070967668902136,0,0,7,2026-03-11 10:53:54.977594,2029-03-08 03:36:45.962187008,1,0
OFF_000149,149,2008-02-06 21:31:47.958794,male,Kenyan,Machakos,low,5,1,1,0,4,5,3,self_employed,127,degree,4,1,2024-10-03 05:16:20.962187,48,Officer_14,2,"['Vocational Training', 'Education Advancement']",0.9285801331096436,1,1,5,,2028-10-03 08:09:08.962187008,1,1
OFF_000150,150,2008-03-23 10:53:54.960352,female,Kenyan,Nakuru,low,0,1,1,1,5,1,4,employed,174,degree,5,3,2021-09-30 21:45:59.962187,12,Officer_9,3,"['Vocational Training', 'Mental Health Support']",0.8578533560145795,1,0,5,2025-06-11 10:53:54.977632,2022-10-01 04:29:11.962187000,1,1
OFF_000151,151,1993-05-11 09:15:36.958794,male,Kenyan,Nairobi,medium,4,0,1,0,3,4,3,student,198,primary,3,4,2022-12-24 01:35:17.962187,36,Officer_15,1,['Counseling'],0.8102161816880346,0,0,4,,2025-12-23 21:44:53.962187008,1,0
OFF_000152,152,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,medium,0,0,0,0,4,5,1,unemployed,82,primary,1,1,2024-10-16 19:04:11.962187,36,Officer_10,4,[],0.7732969290414011,1,2,9,,2027-10-17 15:13:47.962187008,1,0
OFF_000153,153,1977-01-11 19:35:38.958794,male,Kenyan,Nairobi,medium,3,0,0,0,1,2,2,self_employed,213,tertiary,4,3,2024-07-13 12:23:38.962187,24,Officer_7,0,"['Mental Health Support', 'Family Counseling', 'Vocational Training']",0.8080088799572215,1,0,5,,2026-07-14 01:50:02.962187008,1,0
OFF_000154,154,2008-03-23 10:53:54.960352,female,Kenyan,Kisumu,low,1,0,0,0,4,2,5,employed,62,secondary,1,5,2026-03-10 03:00:57.962187,48,Officer_13,2,[],0.8584285536359001,0,0,6,,2030-03-10 05:53:45.962187008,1,0
OFF_000155,155,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,medium,4,1,0,1,5,4,1,employed,184,diploma,3,3,2021-05-21 03:18:22.962187,36,Officer_16,4,[],0.882806020796097,0,0,0,2025-04-12 10:53:54.977665,2024-05-20 23:27:58.962187008,1,1
OFF_000156,156,1984-01-17 15:40:23.958794,male,Kenyan,Kisii,medium,2,0,0,0,2,1,1,unemployed,182,primary,1,3,2026-02-12 01:28:55.962187,36,Officer_4,3,"['Vocational Training', 'Community Service', 'Education Advancement']",0.932313758884448,1,0,6,,2029-02-11 21:38:31.962187008,1,0
OFF_000157,157,2008-03-23 10:53:54.960352,male,Kenyan,Thika,medium,3,0,1,0,1,5,2,self_employed,59,diploma,1,3,2024-06-15 06:09:49.962187,48,Officer_8,2,['Community Service'],0.7508618440841515,2,1,8,,2028-06-15 09:02:37.962187008,1,1
OFF_000158,158,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,medium,4,1,1,0,3,1,5,employed,98,diploma,2,2,2025-04-11 09:05:06.962187,60,Officer_13,1,"['Mental Health Support', 'Education Advancement', 'Job Training']",0.9623286215647106,1,0,4,,2030-04-11 18:41:06.962187008,1,1
OFF_000159,159,1994-05-29 10:19:18.958794,male,Kenyan,Kericho,medium,0,0,0,1,5,2,4,unemployed,61,secondary,1,3,2021-04-08 18:32:30.962187,36,Officer_19,4,"['Job Training', 'Vocational Training', 'Mental Health Support']",0.8256291489656343,1,0,6,,2024-04-08 14:42:06.962187008,1,0
OFF_000160,160,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,high,0,1,0,0,2,5,5,student,29,tertiary,5,3,2024-03-18 07:56:09.962187,12,Officer_12,0,['Mental Health Support'],0.6699261284296762,0,0,3,,2025-03-18 14:39:21.962187000,1,0
OFF_000161,161,1999-05-26 13:28:25.958794,male,Kenyan,Mombasa,medium,0,0,1,0,4,1,3,student,220,secondary,4,2,2023-10-05 05:04:17.962187,24,Officer_19,3,[],0.818678687460366,0,0,3,,2025-10-04 18:30:41.962187008,1,0
OFF_000162,162,1983-11-04 02:21:42.958794,male,Kenyan,Machakos,low,0,1,0,1,2,3,1,student,21,primary,2,2,2024-07-15 02:24:37.962187,36,Officer_10,4,['Job Training'],0.913829298016525,0,0,7,,2027-07-15 22:34:13.962187008,1,1
OFF_000163,163,1996-03-22 10:32:38.958794,male,Kenyan,Kisii,low,2,0,0,1,5,4,3,self_employed,202,diploma,4,5,2024-10-13 07:23:22.962187,36,Officer_10,2,['Education Advancement'],0.7918329042512207,0,1,4,2026-03-01 10:53:54.977694,2027-10-14 03:32:58.962187008,1,0
OFF_000164,164,2005-11-01 14:28:31.958794,male,Kenyan,Kisumu,high,3,0,1,0,5,4,4,unemployed,211,secondary,4,4,2025-10-18 15:31:56.962187,60,Officer_1,0,[],0.8042495440882846,1,0,2,,2030-10-19 01:07:56.962187008,1,0
OFF_000165,165,1987-01-05 11:40:23.958794,male,Kenyan,Kericho,low,5,0,0,1,2,3,3,unemployed,125,secondary,3,1,2025-11-12 05:28:28.962187,12,Officer_13,2,[],0.91464211960222,1,0,1,,2026-11-12 12:11:40.962187000,1,0
OFF_000166,166,2007-02-15 19:37:55.958794,male,Kenyan,Kisumu,high,1,0,0,1,4,2,5,employed,156,secondary,3,1,2023-02-04 15:27:18.962187,24,Officer_9,2,"['Family Counseling', 'Mental Health Support']",0.9908770924171653,0,0,7,,2025-02-04 04:53:42.962187008,1,0
OFF_000167,167,1976-06-21 02:48:14.958794,male,Kenyan,Kericho,medium,2,1,0,1,2,5,3,employed,168,primary,2,3,2025-05-16 07:55:37.962187,36,Officer_1,1,"['Job Training', 'Family Counseling', 'Counseling']",0.8795045704065372,3,0,2,,2028-05-16 04:05:13.962187008,0,0
OFF_000168,168,2008-03-23 10:53:54.960352,male,Kenyan,Mombasa,high,2,1,1,0,5,4,4,employed,41,tertiary,3,5,2023-02-01 04:09:41.962187,24,Officer_19,1,['Family Counseling'],0.853719547793964,2,1,5,,2025-01-31 17:36:05.962187008,1,1
OFF_000169,169,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,medium,5,0,0,0,5,3,4,unemployed,97,secondary,3,3,2023-07-17 10:25:49.962187,48,Officer_2,2,"['Community Service', 'Family Counseling']",0.8747370065098197,2,1,6,2025-01-15 10:53:54.977733,2027-07-17 13:18:37.962187008,1,1
OFF_000170,170,1994-03-05 00:34:59.958794,male,Kenyan,Thika,high,5,0,0,0,3,3,4,employed,192,primary,3,1,2024-12-04 13:11:03.962187,36,Officer_20,3,['Counseling'],0.7834432197526313,1,2,7,,2027-12-05 09:20:39.962187008,1,0
OFF_000171,171,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,medium,1,0,0,0,3,2,5,unemployed,30,diploma,4,2,2025-05-08 06:59:25.962187,36,Officer_16,1,[],0.8311007118786167,1,2,5,2025-08-31 10:53:54.977767,2028-05-08 03:09:01.962187008,1,0
OFF_000172,172,1988-05-28 20:53:48.958794,male,Kenyan,Kisumu,medium,1,0,0,0,1,2,4,unemployed,157,degree,2,4,2021-06-19 15:08:45.962187,48,Officer_10,1,"['Vocational Training', 'Counseling', 'Job Training']",0.8059776534673713,2,0,5,,2025-06-19 18:01:33.962187008,1,0
OFF_000173,173,2008-03-23 10:53:54.960352,male,Kenyan,Meru,medium,5,0,0,0,5,1,1,student,111,primary,4,5,2024-07-11 14:11:34.962187,60,Officer_8,1,[],0.8811438316039738,0,1,8,,2029-07-11 23:47:34.962187008,1,0
OFF_000174,174,1983-06-29 07:25:36.958794,male,Kenyan,Kericho,medium,0,1,1,0,3,4,4,employed,145,degree,5,2,2024-01-29 18:32:00.962187,36,Officer_20,1,[],0.6686401913527505,2,1,5,,2027-01-29 14:41:36.962187008,0,0
OFF_000175,175,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,medium,2,0,0,0,2,1,3,student,121,secondary,4,4,2024-08-28 14:56:03.962187,24,Officer_12,0,[],0.9322783664736644,0,1,6,2026-01-24 10:53:54.977803,2026-08-29 04:22:27.962187008,1,0
OFF_000176,176,1996-07-23 08:08:54.958794,male,Kenyan,Machakos,high,4,0,1,0,4,3,3,self_employed,16,secondary,5,5,2022-08-16 05:31:31.962187,12,Officer_8,2,"['Vocational Training', 'Counseling', 'Mental Health Support']",0.9155482050528679,2,0,3,,2023-08-16 12:14:43.962187000,1,0
OFF_000177,177,2008-03-23 10:53:54.960352,male,Kenyan,Kericho,high,1,0,0,1,2,5,3,self_employed,37,primary,1,5,2025-03-12 14:02:01.962187,24,Officer_7,0,[],0.6761439018738965,2,0,9,2025-07-13 10:53:54.977875,2027-03-13 03:28:25.962187008,0,0
OFF_000178,178,2008-03-23 10:53:54.960352,female,Kenyan,Meru,medium,1,1,0,0,4,5,5,self_employed,141,degree,1,1,2022-04-21 23:30:58.962187,60,Officer_20,4,"['Family Counseling', 'Counseling', 'Substance Abuse Treatment']",0.8890712623603889,1,0,5,,2027-04-22 09:06:58.962187008,0,0
OFF_000179,179,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,medium,5,1,0,0,3,2,3,unemployed,214,secondary,5,2,2025-10-05 22:02:35.962187,12,Officer_9,4,['Vocational Training'],0.8904696881624026,2,0,5,,2026-10-06 04:45:47.962187000,1,1
OFF_000180,180,1989-10-14 09:59:34.958794,male,Kenyan,Kericho,medium,3,1,0,1,1,5,5,unemployed,216,diploma,5,5,2021-06-13 05:39:45.962187,24,Officer_5,4,['Substance Abuse Treatment'],0.7658864455848424,1,0,7,,2023-06-13 19:06:09.962187008,1,1
